Date,Open,High,Low,Close,Adj Close,Volume
01-12-2021,167.479996,170.300003,164.529999,164.770004,164.090988,152052500
02-12-2021,158.740005,164.199997,157.800003,163.759995,163.085144,136739200
03-12-2021,164.020004,164.960007,159.720001,161.839996,161.17305,118023100
06-12-2021,164.289993,167.880005,164.279999,165.320007,164.638733,107497000
07-12-2021,169.080002,171.580002,168.339996,171.179993,170.474548,120405400
08-12-2021,172.130005,175.960007,170.699997,175.080002,174.35849,116998900
09-12-2021,174.910004,176.75,173.919998,174.559998,173.840637,108923700
10-12-2021,175.210007,179.630005,174.690002,179.449997,178.710495,115402700
13-12-2021,181.119995,182.130005,175.529999,175.740005,175.015778,153237000
14-12-2021,175.25,177.740005,172.210007,174.330002,173.611588,139380400
15-12-2021,175.110001,179.5,172.309998,179.300003,178.561096,131063300
16-12-2021,179.279999,181.139999,170.75,172.259995,171.550095,150185800
17-12-2021,169.929993,173.470001,169.690002,171.139999,170.434738,195432700
20-12-2021,168.279999,170.580002,167.460007,169.75,169.050446,107499100
21-12-2021,171.559998,173.199997,169.119995,172.990005,172.2771,91185900
22-12-2021,173.039993,175.860001,172.149994,175.639999,174.916183,92135300
23-12-2021,175.850006,176.850006,175.270004,176.279999,175.553543,68356600
27-12-2021,177.089996,180.419998,177.070007,180.330002,179.586868,74919600
28-12-2021,180.160004,181.330002,178.529999,179.289993,178.551132,79144300
29-12-2021,179.330002,180.630005,178.139999,179.380005,178.640778,62348900
30-12-2021,179.470001,180.570007,178.089996,178.199997,177.465637,59773000
31-12-2021,178.089996,179.229996,177.259995,177.570007,176.838226,64062300
03-01-2022,177.830002,182.880005,177.710007,182.009995,181.259933,104487900
04-01-2022,182.630005,182.940002,179.119995,179.699997,178.959457,99310400
05-01-2022,179.610001,180.169998,174.639999,174.919998,174.199142,94537600
06-01-2022,172.699997,175.300003,171.639999,172,171.291183,96904000
07-01-2022,172.889999,174.139999,171.029999,172.169998,171.460495,86709100
10-01-2022,169.080002,172.5,168.169998,172.190002,171.480408,106765600
11-01-2022,172.320007,175.179993,170.820007,175.080002,174.35849,76138300
12-01-2022,176.119995,177.179993,174.820007,175.529999,174.806641,74805200
13-01-2022,175.779999,176.619995,171.789993,172.190002,171.480408,84505800
14-01-2022,171.339996,173.779999,171.089996,173.070007,172.356796,80440800
18-01-2022,171.509995,172.539993,169.410004,169.800003,169.10025,90956700
19-01-2022,170,171.080002,165.940002,166.229996,165.544968,94815000
20-01-2022,166.979996,169.679993,164.179993,164.509995,163.832047,91420500
21-01-2022,164.419998,166.330002,162.300003,162.410004,161.740723,122848900
24-01-2022,160.020004,162.300003,154.699997,161.619995,160.953949,162294600
25-01-2022,158.979996,162.759995,157.020004,159.779999,159.121536,115798400
26-01-2022,163.5,164.389999,157.820007,159.690002,159.031921,108275300
27-01-2022,162.449997,163.839996,158.279999,159.220001,158.563858,121954600
28-01-2022,165.710007,170.350006,162.800003,170.330002,169.628082,179935700
31-01-2022,170.160004,175,169.509995,174.779999,174.059738,115541600
01-02-2022,174.009995,174.839996,172.309998,174.610001,173.890427,86213900
02-02-2022,174.75,175.880005,173.330002,175.839996,175.115356,84914300
03-02-2022,174.479996,176.240005,172.119995,172.899994,172.187469,89418100
04-02-2022,171.679993,174.100006,170.679993,172.389999,171.898315,82465400
07-02-2022,172.860001,173.949997,170.949997,171.660004,171.170395,77251200
08-02-2022,171.729996,175.350006,171.429993,174.830002,174.33136,74829200
09-02-2022,176.050003,176.649994,174.899994,176.279999,175.777206,71285000
10-02-2022,174.139999,175.479996,171.550003,172.119995,171.629074,90865900
11-02-2022,172.330002,173.080002,168.039993,168.639999,168.159012,98670700
14-02-2022,167.369995,169.580002,166.559998,168.880005,168.398331,86185500
15-02-2022,170.970001,172.949997,170.25,172.789993,172.297165,62527400
16-02-2022,171.850006,173.339996,170.050003,172.550003,172.057861,61177400
17-02-2022,171.029999,171.910004,168.470001,168.880005,168.398331,69589300
18-02-2022,169.820007,170.539993,166.190002,167.300003,166.82283,82772700
22-02-2022,164.979996,166.690002,162.149994,164.320007,163.851334,91162800
23-02-2022,165.539993,166.149994,159.75,160.070007,159.613464,90009200
24-02-2022,152.580002,162.850006,152,162.740005,162.275848,141147500
25-02-2022,163.839996,165.119995,160.869995,164.850006,164.379822,91974200
28-02-2022,163.059998,165.419998,162.429993,165.119995,164.649048,95056600
01-03-2022,164.699997,166.600006,161.970001,163.199997,162.734512,83474400
02-03-2022,164.389999,167.360001,162.949997,166.559998,166.084946,79724800
03-03-2022,168.470001,168.910004,165.550003,166.229996,165.755875,76678400
04-03-2022,164.490005,165.550003,162.100006,163.169998,162.704605,83737200
07-03-2022,163.360001,165.020004,159.039993,159.300003,158.845657,96418800
08-03-2022,158.820007,162.880005,155.800003,157.440002,156.990952,131148300
09-03-2022,161.479996,163.410004,159.410004,162.949997,162.485229,91454900
10-03-2022,160.199997,160.389999,155.979996,158.520004,158.067886,105342000
11-03-2022,158.929993,159.279999,154.5,154.729996,154.288681,96970100
14-03-2022,151.449997,154.119995,150.100006,150.619995,150.190399,108732100
15-03-2022,150.899994,155.570007,150.380005,155.089996,154.647644,92964300
16-03-2022,157.050003,160,154.460007,159.589996,159.134811,102300200
17-03-2022,158.610001,161,157.630005,160.619995,160.16188,75615400
18-03-2022,160.509995,164.479996,159.759995,163.979996,163.512283,123511700
21-03-2022,163.509995,166.350006,163.009995,165.380005,164.90831,95811400
22-03-2022,165.509995,169.419998,164.910004,168.820007,168.338501,81532000
23-03-2022,167.990005,172.639999,167.649994,170.210007,169.724533,98062700
24-03-2022,171.059998,174.139999,170.210007,174.070007,173.573532,90131400
25-03-2022,173.880005,175.279999,172.75,174.720001,174.221664,80546200
28-03-2022,172.169998,175.729996,172,175.600006,175.099167,90371900
29-03-2022,176.690002,179.009995,176.339996,178.960007,178.44957,100589400
30-03-2022,178.550003,179.610001,176.699997,177.770004,177.26297,92633200
31-03-2022,177.839996,178.029999,174.399994,174.610001,174.111984,103049300
01-04-2022,174.029999,174.880005,171.940002,174.309998,173.812836,78751300
04-04-2022,174.570007,178.490005,174.440002,178.440002,177.931061,76468400
05-04-2022,177.5,178.300003,174.419998,175.059998,174.560699,73401800
06-04-2022,172.360001,173.630005,170.130005,171.830002,171.33992,89058800
07-04-2022,171.160004,173.360001,169.850006,172.139999,171.649017,77594700
08-04-2022,171.779999,171.779999,169.199997,170.089996,169.604874,76575500
11-04-2022,168.710007,169.029999,165.5,165.75,165.277252,72246700
12-04-2022,168.020004,169.869995,166.639999,167.660004,167.181808,79265200
13-04-2022,167.389999,171.039993,166.770004,170.399994,169.913986,70618900
14-04-2022,170.619995,171.270004,165.039993,165.289993,164.818558,75329400
18-04-2022,163.919998,166.600006,163.570007,165.070007,164.599197,69023900
19-04-2022,165.020004,167.820007,163.910004,167.399994,166.922531,67723800
20-04-2022,168.759995,168.880005,166.100006,167.229996,166.753021,67929800
21-04-2022,168.910004,171.529999,165.910004,166.419998,165.945328,87227800
22-04-2022,166.460007,167.869995,161.5,161.789993,161.328537,84882400
25-04-2022,161.119995,163.169998,158.460007,162.880005,162.415436,96046400
26-04-2022,162.25,162.339996,156.720001,156.800003,156.352783,95623200
27-04-2022,155.910004,159.789993,155.380005,156.570007,156.123444,88063200
28-04-2022,159.25,164.520004,158.929993,163.639999,163.173264,130216800
29-04-2022,161.839996,166.199997,157.25,157.649994,157.200348,131747600
02-05-2022,156.710007,158.229996,153.270004,157.960007,157.50946,123055300
03-05-2022,158.149994,160.710007,156.320007,159.479996,159.025131,88966500
04-05-2022,159.669998,166.479996,159.259995,166.020004,165.546494,108256500
05-05-2022,163.850006,164.080002,154.949997,156.770004,156.322876,130525300
06-05-2022,156.009995,159.440002,154.179993,157.279999,157.061829,116124600
09-05-2022,154.929993,155.830002,151.490005,152.059998,151.849075,131577900
10-05-2022,155.520004,156.740005,152.929993,154.509995,154.29567,115366700
11-05-2022,153.5,155.449997,145.809998,146.5,146.296783,142689800
12-05-2022,142.770004,146.199997,138.800003,142.559998,142.362244,182602000
13-05-2022,144.589996,148.100006,143.110001,147.110001,146.905945,113990900
16-05-2022,145.550003,147.520004,144.179993,145.539993,145.33812,86643800
17-05-2022,148.860001,149.770004,146.679993,149.240005,149.03299,78336300
18-05-2022,146.850006,147.360001,139.899994,140.820007,140.62468,109742900
19-05-2022,139.880005,141.660004,136.600006,137.350006,137.159485,136095600
20-05-2022,139.089996,140.699997,132.610001,137.589996,137.399139,137426100
23-05-2022,137.789993,143.259995,137.649994,143.110001,142.911484,117726300
24-05-2022,140.809998,141.970001,137.330002,140.360001,140.165298,104132700
25-05-2022,138.429993,141.789993,138.339996,140.520004,140.325089,92482700
26-05-2022,137.389999,144.339996,137.139999,143.779999,143.580551,90601500
27-05-2022,145.389999,149.679993,145.259995,149.639999,149.432434,90978500
31-05-2022,149.070007,150.660004,146.839996,148.839996,148.633545,103718400
01-06-2022,149.899994,151.740005,147.679993,148.710007,148.503723,74286600
02-06-2022,147.830002,151.270004,146.860001,151.210007,151.000259,72348100
03-06-2022,146.899994,147.970001,144.460007,145.380005,145.178345,88570300
06-06-2022,147.029999,148.570007,144.899994,146.139999,145.937286,71598400
07-06-2022,144.350006,149,144.100006,148.710007,148.503723,67808200
08-06-2022,148.580002,149.869995,147.460007,147.960007,147.754776,53950200
09-06-2022,147.080002,147.949997,142.529999,142.639999,142.442139,69473000
10-06-2022,140.279999,140.759995,137.059998,137.130005,136.939789,91437900
13-06-2022,132.869995,135.199997,131.440002,131.880005,131.697067,122207100
14-06-2022,133.130005,133.889999,131.479996,132.759995,132.575836,84784300
15-06-2022,134.289993,137.339996,132.160004,135.429993,135.242142,91533000
16-06-2022,132.080002,132.389999,129.039993,130.059998,129.879593,108123900
17-06-2022,130.070007,133.080002,129.809998,131.559998,131.377502,134520300
21-06-2022,133.419998,137.059998,133.320007,135.869995,135.681534,81000500
22-06-2022,134.789993,137.759995,133.910004,135.350006,135.162262,73409200
23-06-2022,136.820007,138.589996,135.630005,138.270004,138.078201,72433800
24-06-2022,139.899994,141.910004,139.770004,141.660004,141.463501,89116800
27-06-2022,142.699997,143.490005,140.970001,141.660004,141.463501,70207900
28-06-2022,142.130005,143.419998,137.320007,137.440002,137.249359,67083400
29-06-2022,137.460007,140.669998,136.669998,139.229996,139.036865,66242400
30-06-2022,137.25,138.369995,133.770004,136.720001,136.53035,98964500
01-07-2022,136.039993,139.039993,135.660004,138.929993,138.737274,71051600
05-07-2022,137.770004,141.610001,136.929993,141.559998,141.363632,73353800
06-07-2022,141.350006,144.119995,141.080002,142.919998,142.721756,74064300
07-07-2022,143.289993,146.550003,143.279999,146.350006,146.147003,66253700
08-07-2022,145.259995,147.550003,145,147.039993,146.836029,64547800
11-07-2022,145.669998,146.639999,143.779999,144.869995,144.669037,63141600
12-07-2022,145.759995,148.449997,145.050003,145.860001,145.657669,77588800
13-07-2022,142.990005,146.449997,142.119995,145.490005,145.288193,71185600
14-07-2022,144.080002,148.949997,143.25,148.470001,148.264053,78140700
15-07-2022,149.779999,150.860001,148.199997,150.169998,149.9617,76259900
18-07-2022,150.740005,151.570007,146.699997,147.070007,146.865997,81420900
19-07-2022,147.919998,151.229996,146.910004,151,150.790543,82982400
20-07-2022,151.119995,153.720001,150.369995,153.039993,152.827713,64823400
21-07-2022,154.5,155.570007,151.940002,155.350006,155.134521,65086600
22-07-2022,155.389999,156.279999,153.410004,154.089996,153.876251,66675400
25-07-2022,154.009995,155.039993,152.279999,152.949997,152.737839,53623900
26-07-2022,152.259995,153.089996,150.800003,151.600006,151.389725,55138700
27-07-2022,152.580002,157.330002,152.160004,156.789993,156.57251,78620700
28-07-2022,156.979996,157.639999,154.410004,157.350006,157.131744,81378700
29-07-2022,161.240005,163.630005,159.5,162.509995,162.284576,101786900
01-08-2022,161.009995,163.589996,160.889999,161.509995,161.285965,67829400
02-08-2022,160.100006,162.410004,159.630005,160.009995,159.78804,59907000
03-08-2022,160.839996,166.589996,160.75,166.130005,165.899567,82507500
04-08-2022,166.009995,167.190002,164.429993,165.809998,165.580002,55474100
05-08-2022,163.210007,165.850006,163,165.350006,165.350006,56697000
08-08-2022,166.369995,167.809998,164.199997,164.869995,164.869995,60276900
09-08-2022,164.020004,165.820007,163.25,164.919998,164.919998,63135500
10-08-2022,167.679993,169.339996,166.899994,169.240005,169.240005,70170500
11-08-2022,170.059998,170.990005,168.190002,168.490005,168.490005,57149200
12-08-2022,169.820007,172.169998,169.399994,172.100006,172.100006,68039400
15-08-2022,171.520004,173.389999,171.350006,173.190002,173.190002,54091700
16-08-2022,172.779999,173.710007,171.660004,173.029999,173.029999,56377100
17-08-2022,172.770004,176.149994,172.570007,174.550003,174.550003,79542000
18-08-2022,173.75,174.899994,173.119995,174.149994,174.149994,62290100
19-08-2022,173.029999,173.740005,171.309998,171.520004,171.520004,70346300
22-08-2022,169.690002,169.860001,167.139999,167.570007,167.570007,69026800
23-08-2022,167.080002,168.710007,166.649994,167.229996,167.229996,54147100
24-08-2022,167.320007,168.110001,166.25,167.529999,167.529999,53841500
25-08-2022,168.779999,170.139999,168.350006,170.029999,170.029999,51218200
26-08-2022,170.570007,171.050003,163.559998,163.619995,163.619995,78961000
29-08-2022,161.149994,162.899994,159.820007,161.380005,161.380005,73314000
30-08-2022,162.130005,162.559998,157.720001,158.910004,158.910004,77906200
31-08-2022,160.309998,160.580002,157.139999,157.220001,157.220001,87991100
01-09-2022,156.639999,158.419998,154.669998,157.960007,157.960007,74229900
02-09-2022,159.75,160.360001,154.970001,155.809998,155.809998,76905200
06-09-2022,156.470001,157.089996,153.690002,154.529999,154.529999,73714800
07-09-2022,154.820007,156.669998,153.610001,155.960007,155.960007,87449600
08-09-2022,154.639999,156.360001,152.679993,154.460007,154.460007,84923800
09-09-2022,155.470001,157.820007,154.75,157.369995,157.369995,68028800
12-09-2022,159.589996,164.259995,159.300003,163.429993,163.429993,104956000
13-09-2022,159.899994,160.539993,153.369995,153.839996,153.839996,122656600
14-09-2022,154.789993,157.100006,153.610001,155.309998,155.309998,87965400
15-09-2022,154.649994,155.240005,151.380005,152.369995,152.369995,90481100
16-09-2022,151.210007,151.350006,148.369995,150.699997,150.699997,162157000
19-09-2022,149.309998,154.559998,149.100006,154.479996,154.479996,81474200
20-09-2022,153.399994,158.080002,153.080002,156.899994,156.899994,107689800
21-09-2022,157.339996,158.740005,153.600006,153.720001,153.720001,101696800
22-09-2022,152.380005,154.470001,150.910004,152.740005,152.740005,86652500
23-09-2022,151.190002,151.470001,148.559998,150.429993,150.429993,95939200
26-09-2022,149.660004,153.770004,149.639999,150.770004,150.770004,93339400
27-09-2022,152.740005,154.720001,149.949997,151.759995,151.759995,84442700
28-09-2022,147.639999,150.639999,144.839996,149.839996,149.839996,146691400
29-09-2022,146.100006,146.720001,140.679993,142.479996,142.479996,128138200
30-09-2022,141.279999,143.100006,138,138.199997,138.199997,124705400
03-10-2022,138.210007,143.070007,137.690002,142.449997,142.449997,114311700
04-10-2022,145.029999,146.220001,144.259995,146.100006,146.100006,87830100
05-10-2022,144.070007,147.380005,143.009995,146.399994,146.399994,79471000
06-10-2022,145.809998,147.539993,145.220001,145.429993,145.429993,68402200
07-10-2022,142.539993,143.100006,139.449997,140.089996,140.089996,85859100
10-10-2022,140.419998,141.889999,138.570007,140.419998,140.419998,74899000
11-10-2022,139.899994,141.350006,138.220001,138.979996,138.979996,77033700
12-10-2022,139.130005,140.360001,138.160004,138.339996,138.339996,70433700
13-10-2022,134.990005,143.589996,134.369995,142.990005,142.990005,113224000
14-10-2022,144.309998,144.520004,138.190002,138.380005,138.380005,88512300
